ID,Edad,Ingreso_Anual,Género,Nivel_Educativo,Estado_Civil,Num_Hijos,Propietario_Vivienda,Compra_Realizada
881,19,,F,Bachillerato,Divorciado,2,No,Sí
882,62,85458.08741929042,F,Maestría,Divorciado,2,Sí,Sí
883,43,,M,Bachillerato,Divorciado,0,Sí,No
884,31,29284.330952693377,M,Bachillerato,Casado,1,No,No
885,24,54557.27893407314,F,Maestría,Casado,2,Sí,No
886,20,60823.43757689215,F,nan,Soltero,3,Sí,No
887,64,46537.00439232847,M,Maestría,Soltero,2,Sí,No
888,40,71798.90994981551,M,Maestría,Divorciado,1,No,Sí
889,63,29920.91300415127,F,Universitario,Soltero,0,Sí,No
890,60,60393.77934547416,F,Maestría,Casado,1,Sí,No
891,64,40912.0876886166,M,Maestría,Soltero,4,No,No
892,62,75790.66859310945,M,Maestría,Soltero,2,Sí,Sí
893,35,79887.73029752178,F,nan,Soltero,2,Sí,Sí
894,55,38500.15118324978,M,Maestría,Divorciado,0,Sí,Sí
895,52,,n,Bachillerato,nan,2,Sí,Sí
896,32,62893.81830469703,F,Bachillerato,Casado,3,No,No
897,42,44193.04025315728,F,Bachillerato,Casado,3,Sí,Sí
898,54,49318.83173101643,F,Bachillerato,Casado,1,Sí,Sí
899,45,50380.82630813615,M,Universitario,Casado,0,Sí,Sí
900,27,21204.902657035156,F,Maestría,nan,4,Sí,Sí
901,56,49792.433808586444,M,Bachillerato,Divorciado,1,Sí,Sí
902,34,,F,Maestría,nan,0,No,No
903,56,42603.15766400342,F,Bachillerato,Casado,0,No,Sí
904,39,71654.48005203222,n,nan,Divorciado,1,Sí,Sí
905,43,31152.396585811155,M,Bachillerato,nan,1,Sí,Sí
906,61,62198.07780121966,F,Maestría,Casado,2,No,No
907,42,45815.55604502287,F,Maestría,Casado,4,No,No
908,34,45803.597472562484,M,Universitario,Divorciado,3,No,No
909,30,61855.57844077567,F,Maestría,Casado,2,Sí,No
910,37,55100.76941853335,M,Maestría,Casado,0,Sí,No
911,42,58559.19495829297,M,nan,Soltero,4,Sí,No
912,21,64522.769907992915,F,Maestría,Divorciado,4,Sí,No
913,27,45030.374252250156,M,nan,Soltero,1,Sí,No
914,20,40816.44898238374,M,Universitario,Soltero,4,Sí,Sí
915,58,33722.742101633026,M,Maestría,Divorciado,4,No,Sí
916,62,37618.842050315674,F,Bachillerato,nan,0,No,No
917,35,94236.41637963089,M,Maestría,Casado,2,Sí,Sí
918,64,68670.1937110518,F,Bachillerato,nan,4,Sí,No
919,53,,F,Universitario,Divorciado,1,Sí,Sí
920,64,30163.130648846447,F,Bachillerato,Casado,2,No,Sí
921,39,57227.99092577737,M,Maestría,nan,1,No,No
922,51,58208.97196066951,M,Bachillerato,nan,4,No,Sí
923,64,58233.25752976046,F,Maestría,nan,2,No,No
924,25,46175.66309669453,F,Universitario,Soltero,4,Sí,No
925,57,48118.186099956496,M,Bachillerato,Soltero,0,No,Sí
926,61,54918.19286239036,F,Maestría,Casado,2,No,No
927,36,51288.39509439996,F,Maestría,Divorciado,1,Sí,Sí
928,59,16710.494408786974,M,Maestría,Casado,0,Sí,Sí
929,58,46553.00554137209,F,Bachillerato,nan,3,Sí,No
930,54,37228.903486095296,M,Bachillerato,Casado,1,No,No
931,23,52628.17128362768,M,Bachillerato,Soltero,4,Sí,No
932,43,,F,Universitario,Casado,1,No,No
933,51,55512.22498211457,M,nan,Divorciado,3,No,No
934,62,45297.054707414034,M,Maestría,Casado,1,No,Sí
935,23,63827.02252965878,M,Universitario,Divorciado,0,No,No
936,54,57240.31830813819,F,Universitario,Divorciado,1,Sí,Sí
937,50,56301.417356777616,F,Bachillerato,Casado,2,Sí,No
938,39,59102.758898235064,F,Bachillerato,Divorciado,3,No,Sí
939,38,80848.15347244313,n,Bachillerato,Divorciado,1,Sí,Sí
940,23,33036.673470111265,M,Bachillerato,Soltero,3,No,Sí
941,23,57104.481152171815,F,Bachillerato,Soltero,0,No,Sí
942,21,36104.28305027692,F,Bachillerato,Divorciado,2,Sí,Sí
943,47,58332.689695133726,M,Universitario,Casado,4,Sí,No
944,28,36219.70232770858,F,nan,Divorciado,1,No,Sí
945,47,43739.49779592374,F,Universitario,Casado,0,Sí,No
946,48,45573.651286431406,F,Maestría,Soltero,3,No,Sí
947,41,64637.250790170634,F,Maestría,Casado,3,Sí,No
948,26,63776.81665913621,F,Bachillerato,Divorciado,0,No,Sí
949,20,31314.239353304234,n,Universitario,Divorciado,1,No,Sí
950,48,50824.01166499773,F,Maestría,Divorciado,4,Sí,No
951,57,39356.30217876241,F,Maestría,Divorciado,1,Sí,No
952,54,31122.42633986998,M,nan,Divorciado,2,No,Sí
953,53,46744.74424363444,M,Maestría,Casado,1,Sí,Sí
954,41,45372.75817316271,M,Maestría,Divorciado,2,Sí,No
955,48,86400.74729518284,M,Universitario,Soltero,3,No,Sí
956,23,56494.397380410446,F,Maestría,Divorciado,2,No,Sí
957,19,29335.73748868644,F,Universitario,Casado,4,Sí,No
958,37,41528.389937435866,F,Maestría,Divorciado,0,Sí,Sí
959,45,65320.74943144098,F,Universitario,Divorciado,2,No,Sí
960,28,81326.64159304887,M,Maestría,Casado,1,No,No
961,21,26210.250316430625,M,Maestría,Divorciado,2,No,Sí
962,32,21801.134222914323,n,Universitario,Casado,3,No,No
963,23,78064.47763057673,F,Maestría,Divorciado,2,No,No
964,47,55844.21266056356,F,Universitario,Soltero,4,No,Sí
965,55,36975.6090218545,F,Universitario,Divorciado,2,No,Sí
966,19,,M,Maestría,nan,4,No,No
967,32,10463.783914746833,F,Bachillerato,Soltero,1,Sí,No
968,28,50050.63259895742,M,Maestría,Casado,3,Sí,Sí
969,25,54917.31759264628,M,Bachillerato,Divorciado,0,Sí,No
970,43,,M,Bachillerato,Soltero,1,No,Sí
971,62,34791.56071561194,M,nan,Casado,1,Sí,No
972,61,51285.307421050384,F,Bachillerato,Soltero,0,No,No
973,22,36118.63060910619,F,Universitario,Soltero,2,Sí,No
974,23,53830.756335114755,F,Universitario,nan,2,No,Sí
975,43,36569.80516455464,F,Bachillerato,Soltero,2,No,No
976,21,43878.48741259669,M,Universitario,Casado,3,Sí,No
977,36,35062.769078146564,M,Maestría,Soltero,1,No,No
978,37,59767.043627354855,M,Universitario,Soltero,4,Sí,No
979,50,62876.76674984998,F,nan,Soltero,0,Sí,Sí
980,37,46480.69145063879,M,Maestría,Divorciado,1,Sí,No
981,29,50573.56992440043,M,Universitario,Divorciado,2,Sí,Sí
982,64,28271.128780496838,M,nan,Casado,0,Sí,No
983,18,45504.85027989819,M,Bachillerato,Soltero,4,Sí,No
984,43,49246.93074437383,F,nan,Casado,1,Sí,Sí
985,31,89311.89636544962,M,Maestría,Divorciado,1,Sí,Sí
986,55,33320.49461338755,n,Maestría,Divorciado,3,Sí,No
987,54,71962.65858128657,F,Universitario,Divorciado,1,No,No
988,28,64952.881601987116,F,Maestría,Divorciado,1,No,No
989,53,54209.54606735204,F,Maestría,Casado,4,Sí,Sí
990,30,76379.307262927,M,Bachillerato,nan,4,No,No
991,60,,M,Bachillerato,Casado,0,No,Sí
992,20,55837.38793501893,M,Bachillerato,Soltero,2,Sí,No
993,50,49203.19020473682,M,Bachillerato,Divorciado,4,Sí,Sí
994,23,68353.53323627941,F,Bachillerato,Soltero,0,No,Sí
995,27,66447.03850716326,M,Bachillerato,Divorciado,1,Sí,Sí
996,22,40614.84068755682,M,Universitario,Casado,0,Sí,No
997,40,30211.292081018488,F,Bachillerato,Soltero,0,Sí,No
998,27,46955.290439065146,F,Maestría,Casado,0,No,Sí
999,61,37999.421534035304,F,Universitario,Divorciado,0,Sí,Sí
1000,19,49047.13138076967,M,Maestría,Casado,4,No,Sí
1001,30,68561.57202026209,M,Bachillerato,Divorciado,2,Sí,No
1002,57,,M,Bachillerato,Divorciado,0,Sí,No
1003,19,49357.649280326375,M,Maestría,Divorciado,3,No,No
1004,37,50870.341022125926,M,Maestría,Casado,1,Sí,Sí
1005,18,,F,Maestría,Casado,1,No,No
1006,54,16296.659990230924,n,Universitario,Soltero,1,No,No
1007,26,40899.49557852055,M,Bachillerato,Soltero,1,Sí,No
1008,34,,M,Maestría,nan,1,Sí,Sí
1009,26,68001.18434640292,M,Bachillerato,Casado,0,No,No
1010,28,42621.46328740692,M,Maestría,Casado,2,No,No
1011,32,21851.709409371888,M,Bachillerato,Casado,3,Sí,No
1012,41,59295.67168949205,F,Universitario,Divorciado,4,Sí,No
1013,55,40469.56416761556,F,Bachillerato,Divorciado,3,Sí,No
1014,52,32155.00011364458,F,Maestría,Divorciado,4,Sí,Sí
1015,47,40634.81915430164,n,Bachillerato,Casado,4,Sí,Sí
1016,48,47232.11963516226,M,Universitario,Divorciado,3,No,Sí
1017,22,40928.83003192681,F,Universitario,nan,0,No,Sí
1018,61,16916.509143513962,F,Bachillerato,Soltero,1,No,No
1019,31,63455.99295330698,M,Maestría,Soltero,0,No,No
1020,28,,F,Universitario,Divorciado,1,Sí,Sí
1021,26,59772.82987009259,F,Universitario,Divorciado,2,No,Sí
1022,51,32934.714943627754,M,Bachillerato,Divorciado,4,Sí,Sí
1023,29,46977.626990787234,F,Universitario,Casado,3,Sí,No
1024,52,49902.18027155813,F,Universitario,Soltero,2,Sí,No
1025,52,58981.91584342865,F,Maestría,Soltero,1,Sí,No
1026,18,60025.107330771214,M,Maestría,Soltero,0,Sí,Sí
1027,57,38987.39301832256,n,Maestría,Divorciado,3,No,Sí
1028,39,51229.933346203405,F,Bachillerato,Casado,4,Sí,Sí
1029,46,56859.20606922862,F,Universitario,Soltero,2,Sí,No
1030,25,71837.3348322015,M,Bachillerato,Soltero,4,Sí,No
1031,28,60567.59809737085,M,Universitario,Casado,1,No,Sí
1032,58,61835.850310632784,F,Universitario,Divorciado,4,Sí,Sí
1033,54,51257.39941894041,M,Universitario,nan,0,Sí,No
1034,31,71156.88717805257,F,Maestría,Soltero,2,Sí,No
1035,47,56146.44193939246,M,Bachillerato,Soltero,2,No,Sí
1036,52,37083.68134739644,M,Bachillerato,Casado,0,Sí,Sí
1037,38,,n,Universitario,Soltero,4,No,No
1038,54,60468.54908808541,F,Bachillerato,nan,0,No,Sí
1039,22,43354.339683072765,F,Maestría,Soltero,3,Sí,Sí
1040,36,42807.60548901135,M,Bachillerato,nan,0,No,No
1041,31,54448.63317711143,F,Universitario,Soltero,4,No,Sí
1042,43,56947.77192901377,M,Maestría,nan,0,Sí,No
1043,21,52959.3839844681,M,Maestría,Casado,1,Sí,Sí
1044,42,54669.63010164327,F,Universitario,Casado,0,Sí,No
1045,62,75499.3606186457,M,Bachillerato,Divorciado,0,Sí,Sí
1046,59,66073.14728352329,n,Universitario,Divorciado,4,No,Sí
1047,42,52859.53386897536,M,Bachillerato,Divorciado,3,No,Sí
1048,35,64119.65871151225,F,Bachillerato,nan,3,Sí,No
1049,57,34512.141447086906,M,nan,Soltero,4,Sí,Sí
1050,25,55968.90574920213,M,Universitario,nan,4,Sí,Sí
1051,56,77139.59524599665,F,Maestría,Divorciado,4,No,No
1052,57,46729.31156911439,M,Universitario,Divorciado,1,Sí,Sí
1053,31,37285.49107071373,F,Universitario,Soltero,2,No,No
1054,49,40218.66667110409,M,Maestría,Soltero,0,No,No
1055,55,33655.50443986418,M,Universitario,Divorciado,4,No,No
1056,50,38228.57137808445,M,nan,Soltero,4,No,Sí
1057,40,,F,Bachillerato,Divorciado,4,Sí,No
1058,32,28916.49471232037,F,nan,Soltero,3,Sí,Sí
1059,50,50234.27500924405,F,Universitario,Casado,4,Sí,No
1060,42,63534.15760679971,F,Maestría,Casado,0,No,Sí
1061,34,,F,Maestría,Soltero,4,No,No
1062,50,72789.25885462653,M,Universitario,Casado,0,Sí,No
1063,64,57661.88132791392,M,Bachillerato,Casado,1,No,Sí
1064,19,65458.70878436086,F,Bachillerato,Casado,2,No,No
1065,31,40132.481692217945,n,Maestría,Divorciado,3,No,Sí
1066,57,,M,nan,Soltero,0,Sí,No
1067,57,33620.9914940703,M,Universitario,Soltero,1,Sí,Sí
1068,56,63353.71251254763,M,Bachillerato,nan,2,Sí,No
1069,23,52577.59009690297,F,Bachillerato,Casado,2,No,No
1070,23,58298.76829977176,M,Bachillerato,nan,2,Sí,Sí
1071,20,32366.080915627226,F,Maestría,Soltero,0,Sí,No
1072,24,36573.95236585093,F,Universitario,Casado,1,Sí,Sí
1073,25,58958.42327380077,M,Maestría,Divorciado,4,No,Sí
1074,59,35774.77993663699,F,Universitario,nan,1,No,No
1075,32,56948.094381486844,M,Maestría,Soltero,1,No,No
1076,64,29492.932903096313,M,Universitario,Soltero,1,No,No
1077,46,62722.61319000002,n,Bachillerato,Casado,0,No,Sí
1078,50,31512.150278472363,F,Bachillerato,Soltero,0,Sí,Sí
1079,47,,F,Bachillerato,Casado,0,Sí,No
1080,56,59384.46400469002,F,Maestría,Divorciado,1,No,Sí
1081,44,39548.422723556374,M,Bachillerato,Divorciado,0,No,No
1082,53,58730.3985062709,M,Universitario,Divorciado,2,Sí,No
1083,46,53906.63395000334,M,Maestría,Divorciado,0,No,No
1084,55,41917.372157108926,F,Universitario,Soltero,3,No,Sí
1085,50,34871.67973885688,M,nan,Soltero,0,No,Sí
1086,54,20560.614624911315,M,Universitario,Casado,0,No,No
1087,44,55244.750709495405,F,Universitario,Casado,0,No,Sí
1088,50,26527.95842956917,F,Maestría,nan,0,Sí,No
1089,21,51430.162991619625,F,Maestría,Casado,3,Sí,No
1090,39,,n,Bachillerato,Casado,4,No,Sí
1091,19,,M,Bachillerato,Divorciado,0,No,No
1092,27,45469.317507652035,M,Universitario,nan,2,Sí,No
1093,22,45058.28320479363,F,nan,Divorciado,3,No,No
1094,27,60978.060564324434,F,Universitario,Casado,4,Sí,No
1095,50,,F,Maestría,Divorciado,0,No,No
1096,55,54742.33935774167,F,Maestría,Divorciado,4,Sí,Sí
1097,30,57039.01384712789,n,Bachillerato,Divorciado,2,Sí,Sí
1098,48,26966.418151893413,M,Universitario,Divorciado,3,No,No
1099,64,61351.83019980473,n,Bachillerato,nan,3,No,Sí
1100,53,59187.03191020404,M,Maestría,Casado,4,Sí,No
1101,62,34749.75307135254,M,Maestría,Casado,0,No,No
1102,41,46338.79289488698,M,Maestría,Soltero,1,Sí,No
1103,32,49410.39068558553,M,Bachillerato,Divorciado,3,No,No
1104,46,47982.54823397401,M,Maestría,Divorciado,1,No,Sí
1105,25,55007.89949852802,F,Universitario,Divorciado,3,No,Sí
1106,22,71470.50172746775,F,Bachillerato,Casado,0,Sí,No
1107,46,66226.50091509243,M,Maestría,Casado,0,Sí,Sí
1108,64,30316.712098528908,F,Bachillerato,nan,3,No,No
1109,21,59331.04985459073,M,Bachillerato,Casado,4,Sí,Sí
1110,29,69933.99979303114,n,Maestría,Casado,0,No,No
1111,62,55802.12781033804,F,Maestría,Soltero,0,Sí,No
1112,19,66364.70637778951,M,Bachillerato,Casado,2,No,No
1113,44,80184.05668551147,M,Bachillerato,Divorciado,0,Sí,Sí
1114,48,65355.64319160472,M,Maestría,Casado,2,Sí,Sí
1115,53,53739.62893462593,M,Universitario,Soltero,0,Sí,No
1116,53,65676.3271112713,M,Bachillerato,Divorciado,0,Sí,Sí
1117,43,52173.31749645337,M,Bachillerato,Soltero,4,Sí,Sí
1118,60,50358.54564927433,M,Universitario,Divorciado,4,Sí,Sí
1119,44,44728.78646429401,F,Maestría,nan,0,No,Sí
1120,22,73451.20038248162,F,Maestría,nan,3,No,Sí
1121,37,37723.57001086998,M,Universitario,nan,3,Sí,Sí
1122,28,72985.51587017174,F,Maestría,Casado,0,No,Sí
1123,27,57497.96185610557,M,Maestría,Divorciado,3,Sí,Sí
1124,57,29010.407377970878,M,Bachillerato,Soltero,0,No,Sí
1125,55,,M,Bachillerato,Soltero,4,No,Sí
1126,23,18499.60238522564,M,Bachillerato,Soltero,1,No,Sí
1127,25,59382.62025246554,F,Universitario,Soltero,2,No,Sí
1128,40,,F,nan,Casado,3,Sí,Sí
1129,64,41114.6606652192,F,Maestría,Divorciado,3,No,No
1130,43,51853.21543933373,F,Bachillerato,Casado,4,No,No
1131,63,79312.3615062543,M,Bachillerato,Soltero,3,No,Sí
1132,60,42413.79943607095,F,Universitario,Divorciado,0,Sí,Sí
1133,29,34116.386194151,M,Maestría,Soltero,0,No,Sí
1134,43,72224.95103693899,M,Universitario,Casado,1,Sí,No
1135,30,79438.80785796192,F,Maestría,Casado,1,Sí,No
1136,57,,M,Universitario,Casado,1,No,Sí
1137,35,65171.94553112534,F,Bachillerato,Divorciado,0,Sí,Sí
1138,42,70122.13873296321,n,Universitario,Divorciado,1,No,Sí
1139,50,38862.73651192424,F,Universitario,Soltero,1,No,Sí
1140,64,42720.41246948198,F,Bachillerato,Divorciado,0,No,Sí
1141,57,68463.11769732102,F,Maestría,Divorciado,4,No,No
1142,60,75275.21418062763,M,Maestría,Casado,3,No,Sí
1143,29,58443.21290261532,F,Bachillerato,Soltero,2,No,No
1144,61,36802.784697469186,F,Universitario,Casado,0,No,Sí
1145,53,,M,Universitario,Soltero,0,Sí,Sí
1146,21,42035.43653282053,F,nan,Soltero,2,Sí,No
1147,22,44972.933282428225,F,Maestría,Divorciado,2,No,No
1148,54,55135.06751734432,M,Universitario,Casado,1,No,Sí
1149,25,73312.40631072162,M,Maestría,Divorciado,2,Sí,No
1150,59,62809.63964828335,F,Universitario,Divorciado,3,No,Sí
1151,45,56222.982505428656,M,Bachillerato,Divorciado,3,Sí,No
1152,48,,n,Bachillerato,Soltero,3,Sí,No
1153,26,50652.72002965199,n,nan,Casado,3,No,Sí
1154,46,58372.092717777596,F,Maestría,Casado,3,No,Sí
1155,31,12056.598834585457,F,nan,Divorciado,1,Sí,No
1156,57,45550.88811395303,F,Bachillerato,nan,0,Sí,Sí
1157,58,53619.829023751714,M,nan,Casado,2,No,No
1158,39,32734.788745707392,F,Bachillerato,nan,0,No,No
1159,28,55794.8497671734,n,nan,nan,2,Sí,Sí
1160,40,46932.931685208176,F,Bachillerato,Soltero,1,Sí,No
1161,18,76332.13547473235,F,Maestría,Divorciado,1,Sí,Sí
1162,63,73595.29587822285,F,Maestría,Casado,4,No,Sí
1163,54,43012.91646322756,n,Universitario,Soltero,4,No,No
1164,38,47737.43432649957,F,Universitario,Divorciado,1,No,Sí
1165,43,48890.78651587411,M,Universitario,Casado,1,Sí,No
1166,63,43225.10785760566,M,Universitario,Divorciado,2,Sí,No
1167,53,52925.3747604219,M,Bachillerato,Divorciado,1,No,Sí
1168,40,38625.76896668615,F,nan,Divorciado,0,Sí,Sí
1169,18,33040.7699759371,F,nan,Soltero,2,Sí,No
1170,57,59340.66835850403,M,Universitario,Casado,1,Sí,Sí
1171,32,59442.94376332716,F,Universitario,Casado,2,Sí,No
1172,38,37935.26360510012,F,Maestría,nan,2,Sí,No
1173,64,63430.331461439,F,Bachillerato,nan,3,No,No
1174,26,40526.33406252003,M,Maestría,Soltero,4,No,No
1175,26,53797.478570569714,M,Universitario,nan,2,No,No
1176,27,62305.16018918684,M,Bachillerato,Casado,2,No,Sí
1177,43,,M,Universitario,Soltero,3,No,No
1178,58,56821.113682117015,M,Maestría,Divorciado,1,Sí,No
1179,52,42253.55534168643,F,Bachillerato,Soltero,2,Sí,No
1180,42,47053.00124857854,F,Maestría,Soltero,3,Sí,No
1181,43,46912.1085367949,F,Universitario,Casado,0,No,No
1182,28,38801.324801896415,F,Universitario,Casado,3,Sí,No
1183,55,,M,Universitario,Divorciado,4,Sí,Sí
1184,19,26770.7255170438,M,Bachillerato,Divorciado,4,Sí,Sí
1185,24,42632.69379286843,F,Maestría,Casado,1,No,No
1186,35,,M,Maestría,Soltero,1,Sí,No
1187,44,46157.3037125693,F,Universitario,Casado,4,Sí,No
1188,51,46377.53831193832,F,Maestría,Divorciado,4,No,Sí
1189,44,49073.53700209806,F,Bachillerato,Soltero,2,No,No
1190,34,57191.62277129096,F,Universitario,Soltero,4,Sí,No
1191,60,63117.75611198784,M,Universitario,Soltero,1,No,No
1192,61,40253.52159727599,F,nan,Casado,4,Sí,No
1193,41,31951.987169162832,M,Bachillerato,Casado,1,No,No
1194,42,34369.33381635346,F,Universitario,Divorciado,0,Sí,No
1195,24,,F,Universitario,Soltero,4,Sí,Sí
1196,23,44721.18023275236,F,Universitario,Soltero,1,No,No
1197,41,,F,Universitario,Casado,3,No,No
1198,50,30558.250036251582,M,Maestría,Divorciado,2,No,No
1199,46,43158.18758788718,F,Universitario,Divorciado,1,No,No
1200,60,52721.39930170957,M,Bachillerato,Soltero,4,Sí,No
1201,39,58925.44198753347,F,Universitario,Casado,4,No,No
1202,43,41638.65420337518,F,Universitario,Soltero,0,Sí,No
1203,45,43805.032667848485,F,Maestría,Casado,3,Sí,No
1204,38,36099.525367290335,M,Universitario,Divorciado,1,Sí,No
1205,24,49528.41244437835,F,nan,nan,3,No,Sí
1206,34,37273.57048713778,F,Bachillerato,Soltero,0,Sí,Sí
1207,37,58596.917198618,F,Maestría,nan,2,Sí,Sí
1208,58,23212.002620988333,F,Universitario,Divorciado,3,No,No
1209,37,44605.55491321306,F,Bachillerato,Soltero,0,Sí,Sí
1210,39,54516.610087876135,n,Universitario,Divorciado,1,Sí,Sí
1211,45,52757.51774483756,M,Maestría,Casado,2,Sí,Sí
1212,57,90395.50495970744,F,Bachillerato,nan,4,No,Sí
1213,24,55247.00036851861,F,Bachillerato,Casado,0,Sí,No
1214,18,,M,Maestría,Divorciado,4,Sí,Sí
1215,49,48568.03629366391,F,Maestría,Divorciado,2,Sí,Sí
1216,30,23356.304998003223,n,Bachillerato,nan,0,No,No
1217,47,,F,Bachillerato,Divorciado,0,No,Sí
1218,40,37504.15914498862,n,Maestría,Soltero,2,No,No
1219,36,63730.85413340243,M,Universitario,Casado,1,Sí,Sí
1220,49,41756.89588106698,F,Bachillerato,Casado,0,Sí,Sí
1221,47,48248.5112630713,M,Maestría,Soltero,2,Sí,Sí
1222,46,40466.63237893395,M,Universitario,Casado,3,Sí,No
1223,62,76082.77027779997,M,Bachillerato,Divorciado,4,Sí,Sí
1224,46,45181.35850823132,F,Bachillerato,Soltero,0,No,Sí
1225,47,77488.35565218802,M,Maestría,Soltero,3,Sí,No
1226,33,62212.276431774,M,Universitario,nan,0,Sí,Sí
1227,57,57231.000910030794,F,nan,Casado,1,No,Sí
1228,36,55530.9972097628,n,Universitario,Casado,2,No,Sí
1229,35,55906.95947324377,F,Universitario,Divorciado,0,Sí,Sí
1230,18,21084.91130981585,F,Bachillerato,Divorciado,2,No,Sí
1231,31,45816.74908773865,F,Universitario,Soltero,0,No,No
1232,64,62677.36956776482,n,Bachillerato,Divorciado,1,No,No
1233,19,49266.542247888414,n,Universitario,Casado,1,Sí,No
1234,45,28922.152297946373,F,nan,Divorciado,3,No,Sí
1235,47,49213.93324133796,M,Maestría,Casado,1,Sí,Sí
1236,55,75561.58274383238,F,Bachillerato,Divorciado,2,No,Sí
1237,21,68703.37573302079,M,nan,Casado,1,Sí,Sí
1238,18,49069.939859509526,n,Bachillerato,Casado,0,Sí,Sí
1239,25,64271.7391558713,F,Universitario,Divorciado,1,Sí,No
1240,46,44502.394694479226,F,Maestría,Divorciado,2,No,No
1241,56,24441.926197599216,M,Universitario,Casado,0,No,No
1242,20,36133.010178056684,F,Universitario,Soltero,3,No,Sí
1243,49,73443.33152762297,F,Bachillerato,Divorciado,3,Sí,No
1244,27,,M,Universitario,Casado,3,No,No
1245,27,46349.24030937473,M,Bachillerato,Divorciado,0,No,No
1246,36,45502.42705587679,M,Maestría,Divorciado,3,Sí,No
1247,63,78562.04884359511,F,Universitario,Divorciado,1,No,Sí
1248,51,74389.38373043094,F,Universitario,Divorciado,0,Sí,Sí
1249,50,83281.70350172202,F,Universitario,nan,0,No,No
1250,40,47614.321843999234,F,Bachillerato,Soltero,0,Sí,No
1251,45,54434.36733120643,M,Bachillerato,Soltero,4,Sí,No
1252,49,27250.361758688134,F,Universitario,nan,2,No,No
1253,24,72154.01639177412,M,Universitario,Casado,4,Sí,No
1254,46,32483.306730980974,F,Maestría,Soltero,4,No,No
1255,25,53251.633456439435,F,Maestría,Soltero,4,No,No
1256,18,33540.46208550734,M,Maestría,nan,2,No,No
1257,20,41166.99759891956,F,Maestría,Soltero,4,No,No
1258,41,37441.0635342545,n,Maestría,Divorciado,3,Sí,Sí
1259,40,40881.87108986273,M,nan,Soltero,0,Sí,No
1260,25,41913.15945276532,F,Maestría,Soltero,0,Sí,Sí
1261,64,41775.96807612384,M,nan,Soltero,1,No,Sí
1262,54,62500.00867670461,M,nan,Divorciado,3,No,No
1263,20,33427.0581040622,M,Bachillerato,Divorciado,2,Sí,No
1264,50,53308.121405208,M,Maestría,Divorciado,0,Sí,Sí
1265,45,68269.38728458338,F,Maestría,Divorciado,4,No,Sí
1266,64,42302.05453229906,F,Maestría,Casado,1,No,No
1267,25,39231.216638785976,F,Universitario,Divorciado,1,No,Sí
1268,51,,M,Universitario,Divorciado,0,Sí,No
1269,52,67695.87812541064,F,Universitario,Divorciado,3,No,No
1270,49,52911.614464300364,F,Maestría,Divorciado,1,Sí,Sí
1271,41,42031.78558088602,F,Universitario,nan,0,No,No
1272,31,57258.14976782059,F,Maestría,Soltero,3,Sí,Sí
1273,49,,M,Bachillerato,Soltero,0,No,No
1274,63,60220.39265664422,n,Maestría,Divorciado,0,Sí,No
1275,60,56129.10961552651,F,Universitario,Divorciado,3,Sí,Sí
1276,33,45382.87293291674,M,Bachillerato,nan,3,Sí,Sí
1277,21,37421.21302329154,F,Maestría,Soltero,3,No,No
1278,54,36699.78616574814,F,nan,nan,0,Sí,No
1279,38,58022.260045188654,F,Bachillerato,Divorciado,1,Sí,Sí
1280,31,68434.70753733593,M,Bachillerato,nan,2,No,No
1281,48,40440.38379456808,F,Maestría,Casado,2,Sí,Sí
1282,35,56875.80055327226,M,nan,Divorciado,0,Sí,Sí
1283,24,18694.59472096897,M,Maestría,Divorciado,0,No,Sí
1284,27,41230.73404014201,F,nan,Casado,1,Sí,No
1285,24,,M,Maestría,Casado,3,No,Sí
1286,50,36354.748745272496,M,Maestría,Soltero,0,Sí,No
1287,40,35952.40437815606,F,Maestría,Casado,4,No,Sí
1288,38,39983.306652966705,M,Universitario,Divorciado,3,Sí,No
1289,36,54382.8909248956,M,nan,Soltero,0,Sí,No
1290,36,47190.06472390438,F,Bachillerato,Casado,4,Sí,Sí
1291,53,16426.53150012542,F,Maestría,Soltero,1,No,Sí
1292,46,18189.497710474006,M,Bachillerato,Soltero,4,Sí,Sí
1293,35,40897.02233214237,F,Universitario,Soltero,0,Sí,No
1294,19,56865.29879080328,F,Universitario,Soltero,2,No,No
1295,18,8787.42735912148,M,Maestría,Casado,0,No,No
1296,64,42504.04735772554,M,nan,Divorciado,2,No,Sí
1297,22,42106.28215223868,n,Maestría,Divorciado,1,Sí,Sí
1298,37,70825.06667312671,n,nan,Casado,1,Sí,Sí
1299,28,,F,Universitario,Divorciado,3,Sí,Sí
1300,59,55744.83477111393,n,nan,Soltero,3,No,Sí
1301,19,52118.85710131195,M,Bachillerato,Soltero,2,No,No
1302,20,18041.50280289199,M,Maestría,nan,2,Sí,Sí
1303,40,,n,Maestría,Casado,1,Sí,No
1304,29,53230.94758184432,F,Bachillerato,Soltero,4,No,Sí
1305,37,57624.029595118845,F,Bachillerato,Soltero,2,No,Sí
1306,22,108893.56559654491,F,Maestría,Casado,2,No,Sí
1307,54,18738.305907521175,M,nan,Soltero,4,Sí,Sí
1308,55,75870.44974641662,F,Bachillerato,Soltero,3,No,Sí
1309,47,45688.28720899467,M,Maestría,nan,3,No,No
1310,26,54309.93356604514,n,Maestría,Casado,2,No,Sí
1311,51,49317.31632048137,F,Bachillerato,Soltero,3,No,No
