ID,Edad,Ingreso_Anual,Género,Nivel_Educativo,Estado_CivTil,Num_Hijos,Propietario_Vivienda,"Compra Realizada",Fecha_Compra
1460,27.0,67958.70385467842,M,Maestría,Casado,4,Sí,Sí,21 de April del 2022
1461,33.0,29424.89454154301,M,Bachillerato,Casado,4,No,No,19 de April del 2017
1462,24.0,39358.3849635868,n,Bachillerato,Soltero,4,Sí,Sí,2 de May del 2023
1463,34.0,45671.76956186443,M,Universitario,Soltero,3,Sí,Sí,30 de May del 2015
1464,40.0,38243.697183133576,F,Universitario,Divorciado,3,No,Sí,
1465,43.0,76024.04863755213,M,Bachillerato,,4,Sí,No,8 de August del 2015
1466,38.0,37148.41859259811,F,Maestría,Casado,2,Sí,No,14 de July del 2022
1467,39.0,,n,Bachillerato,,4,Sí,No,23 de September del 2023
1468,24.0,,F,Universitario,Casado,3,Sí,No,
1469,31.0,31967.757108858666,M,Universitario,Soltero,1,Sí,Sí,16 de September del 2017
1470,32.0,44064.78932365604,M,Bachillerato,Casado,4,Sí,Sí,5 de July del 2017
1471,24.0,,F,Bachillerato,Casado,4,Sí,No,18 de April del 2022
1472,26.0,45007.09393426233,M,Bachillerato,Divorciado,4,No,Sí,29 de February del 2020
1473,25.0,48599.19711650078,M,Universitario,Divorciado,4,Sí,No,14 de July del 2015
1474,40.0,42060.018313274435,F,Maestría,Divorciado,0,No,Sí,26 de November del 2018
1475,46.0,27282.945362288494,M,Bachillerato,,4,No,Sí,Invalid Date
1476,35.0,,n,Universitario,Casado,3,No,No,14 de May del 2016
1477,48.0,76323.99607470862,M,Universitario,,3,No,No,6 de November del 2022
1478,47.0,50276.02446175157,F,Universitario,Casado,0,No,Sí,23 de March del 2016
1479,56.0,53378.961758713245,F,Bachillerato,Divorciado,4,No,No,21 de October del 2015
1480,52.0,,n,Bachillerato,Casado,2,No,Sí,27 de January del 2023
1481,35.0,30960.042551799514,F,Maestría,Casado,4,Sí,Sí,27 de June del 2019
1482,59.0,75537.71987194408,M,,,3,Sí,Sí,8 de December del 2021
1483,56.0,53034.93194634203,M,Bachillerato,Casado,1,Sí,Sí,3 de January del 2016
1484,34.0,74477.85348633664,F,Universitario,Casado,1,No,No,29 de June del 2022
1485,31.0,39004.505067140155,M,Universitario,Soltero,2,Sí,Sí,6 de December del 2015
1486,48.0,77270.92883836737,M,Maestría,Casado,4,No,Sí,3 de March del 2017
1487,41.0,,M,Bachillerato,Soltero,0,No,Sí,22 de October del 2023
1488,52.0,58295.60128778538,F,Bachillerato,Casado,4,Sí,No,23 de June del 2016
1489,61.0,53510.36681529722,M,Universitario,Soltero,2,No,Sí,11 de January del 2018
1490,62.0,46272.07072888326,M,Universitario,Casado,2,No,No,28 de May del 2018
1491,51.0,68007.97487710809,n,Maestría,Casado,2,Sí,No,25 de June del 2021
1492,20.0,52105.39804772071,M,Maestría,Casado,1,No,No,Invalid Date
1493,54.0,,F,Maestría,Casado,4,Sí,No,12 de October del 2023
1494,60.0,33242.203074394965,F,Maestría,,4,No,No,24 de June del 2016
1495,57.0,47212.31371710879,F,Maestría,Casado,0,No,No,
1496,43.0,54649.98474748332,M,,Soltero,2,Sí,No,27 de November del 2022
1497,40.0,49151.17266650156,M,Universitario,Divorciado,2,Sí,Sí,18 de October del 2016
1498,61.0,68284.56184690495,F,Maestría,,3,Sí,Sí,11 de April del 2023
1499,56.0,20733.472039420627,F,Universitario,Casado,3,No,No,5 de December del 2016
1500,32.0,52153.8190475774,n,Universitario,,1,No,No,20 de December del 2023
1501,21.0,22730.31161919268,F,Bachillerato,Soltero,4,Sí,No,15 de September del 2015
1502,46.0,61395.684432262526,F,Universitario,Divorciado,0,Sí,Sí,24 de March del 2016
1503,39.0,,F,Universitario,Soltero,0,Sí,No,15 de November del 2020
1504,42.0,56294.14958036177,M,Maestría,,2,No,Sí,2 de May del 2022
1505,30.0,37041.75559115351,F,,Casado,0,No,Sí,10 de December del 2017
1506,35.0,69191.97397486627,F,Maestría,Casado,2,Sí,No,12 de June del 2020
1507,50.0,,F,Maestría,Casado,4,Sí,Sí,9 de November del 2018
1508,33.0,58753.16454517831,M,,Casado,0,Sí,No,17 de December del 2022
1509,62.0,48057.241297048386,M,Bachillerato,,2,No,No,26 de October del 2017
1510,59.0,58697.85927942698,M,Maestría,Casado,4,Sí,No,1 de June del 2015
1511,61.0,,M,Universitario,,4,Sí,Sí,6 de November del 2018
1512,19.0,62833.33488531068,F,Maestría,Divorciado,2,Sí,No,
1513,52.0,74742.21341485882,n,Maestría,Divorciado,2,No,Sí,28 de March del 2019
1514,59.0,66059.15839968779,F,Maestría,,1,No,No,24 de April del 2018
1515,51.0,39055.96295288886,F,Bachillerato,Soltero,4,Sí,No,7 de August del 2015
1516,47.0,55421.259759096545,F,Universitario,Soltero,2,No,No,30 de May del 2019
1517,30.0,30602.876843620284,F,Bachillerato,Casado,4,Sí,No,
1518,30.0,58585.85466763514,F,Universitario,Casado,0,Sí,No,1 de December del 2016
1519,35.0,56759.05119293808,F,Bachillerato,Casado,3,Sí,Sí,4 de August del 2017
1520,49.0,21952.754907017537,M,Universitario,Soltero,3,Sí,No,13 de October del 2022
1521,49.0,,M,Bachillerato,Casado,2,No,No,26 de January del 2017
1522,52.0,45752.916548843496,M,Maestría,Casado,2,Sí,No,
1523,56.0,45487.1037928876,M,Bachillerato,Soltero,4,Sí,Sí,24 de August del 2018
1524,63.0,31857.84596871792,M,Bachillerato,,2,No,No,23 de December del 2021
1525,46.0,55834.68094028276,F,Maestría,Soltero,4,Sí,No,7 de October del 2016
1526,46.0,53772.10413410768,M,Maestría,Casado,2,No,No,16 de March del 2022
1527,61.0,47085.96302032221,M,Universitario,Soltero,4,Sí,No,31 de October del 2017
1528,33.0,38663.127497624555,M,,Divorciado,2,Sí,Sí,5 de April del 2020
1529,61.0,65730.60689624846,F,Universitario,Divorciado,1,Sí,No,30 de July del 2017
1530,64.0,74831.10669632442,F,Bachillerato,Divorciado,4,Sí,Sí,5 de May del 2018
1531,27.0,42746.577742301946,F,,Divorciado,1,No,Sí,Invalid Date
1532,47.0,40817.49624267769,M,Bachillerato,Divorciado,1,Sí,Sí,16 de September del 2018
1533,42.0,57368.11498117994,M,Bachillerato,Divorciado,1,No,Sí,1 de November del 2016
1534,56.0,44629.559303795206,M,Universitario,Casado,1,No,No,3 de September del 2016
1535,37.0,47909.04199005149,M,Universitario,Casado,0,No,No,8 de May del 2015
1536,22.0,61094.79727587007,M,Bachillerato,,3,Sí,Sí,31 de October del 2021
1537,18.0,21359.65868739061,F,Maestría,Casado,0,No,Sí,10 de July del 2017
1538,47.0,69774.53487279004,M,Maestría,Divorciado,2,No,Sí,24 de July del 2017
1539,20.0,51090.20786494012,F,Bachillerato,,2,No,No,Invalid Date
1540,62.0,43827.602831567296,M,Universitario,Soltero,3,Sí,Sí,13 de April del 2022
1541,31.0,,F,Bachillerato,Divorciado,3,Sí,Sí,9 de November del 2021
1542,47.0,49436.44032530778,F,Bachillerato,Casado,3,No,Sí,
1543,21.0,24031.980448326118,F,,Casado,1,No,Sí,10 de June del 2022
1544,35.0,72424.07341179854,F,Maestría,Soltero,0,Sí,Sí,Invalid Date
1545,54.0,50619.88448405928,M,Bachillerato,Divorciado,2,No,No,13 de May del 2023
1546,42.0,56645.03195671063,M,Maestría,Soltero,0,No,Sí,4 de June del 2022
1547,18.0,64273.24655861064,M,Maestría,Divorciado,0,No,No,
1548,63.0,34682.5631365955,F,Universitario,Divorciado,0,Sí,No,30 de June del 2017
1549,32.0,57102.07848552843,M,Bachillerato,Casado,3,No,No,15 de March del 2017
1550,26.0,45985.3836365181,M,Bachillerato,Soltero,3,No,No,2 de September del 2022
1551,32.0,62701.56162824741,M,Maestría,Soltero,2,Sí,No,
1552,41.0,18091.58869472757,M,,Soltero,2,No,Sí,11 de June del 2017
1553,21.0,48513.58549638096,F,Universitario,Divorciado,2,Sí,No,Invalid Date
1554,29.0,40957.69016324058,F,Maestría,Soltero,0,Sí,No,20 de October del 2023
1555,54.0,56483.94425951233,M,Universitario,,3,Sí,Sí,5 de September del 2017
1556,54.0,57050.662810523034,M,Bachillerato,Soltero,1,No,No,24 de November del 2020
1557,60.0,39385.61157766961,M,Universitario,Soltero,0,No,Sí,2 de March del 2018
1558,23.0,39317.39203735934,F,Maestría,Casado,4,No,Sí,Invalid Date
1559,56.0,48340.01947164006,F,Bachillerato,Soltero,0,No,Sí,17 de April del 2023
1560,63.0,36550.36659027188,F,Universitario,Casado,3,No,Sí,5 de February del 2020
1561,41.0,62629.7554317819,M,Bachillerato,Casado,4,No,Sí,
1562,28.0,44461.89199328831,n,Universitario,,0,No,No,16 de December del 2022
1563,30.0,6395.176710175379,n,Maestría,Soltero,3,No,Sí,19 de April del 2019
1564,51.0,44377.66915067291,F,Maestría,Soltero,3,Sí,Sí,Invalid Date
1565,42.0,34421.84268734042,F,Bachillerato,Soltero,1,No,No,24 de August del 2017
1566,24.0,25530.86276808582,F,Bachillerato,Casado,0,No,No,21 de December del 2020
1567,21.0,31438.600426661415,M,Bachillerato,Soltero,3,Sí,No,
1568,25.0,51641.12707749455,M,Universitario,Divorciado,2,No,No,Invalid Date
1569,37.0,69929.61242372348,M,Maestría,Divorciado,3,Sí,Sí,18 de April del 2017
1570,46.0,54697.7671079747,M,Bachillerato,Soltero,1,No,No,15 de July del 2015
1571,62.0,40902.449176763905,F,Bachillerato,Casado,3,No,Sí,12 de August del 2019
1572,63.0,56838.56292756054,M,Bachillerato,Divorciado,0,Sí,No,20 de April del 2021
1573,27.0,43113.64534671512,M,Universitario,Divorciado,0,Sí,No,8 de January del 2016
1574,60.0,39580.99446255283,M,Bachillerato,Casado,4,No,No,22 de February del 2016
1575,51.0,32684.559976505236,F,Bachillerato,Divorciado,0,Sí,No,9 de December del 2019
1576,43.0,23722.567898724214,M,,Casado,4,No,No,4 de March del 2021
1577,58.0,44151.14440160832,F,Universitario,Divorciado,2,No,Sí,15 de March del 2021
1578,20.0,52370.802348801975,F,Bachillerato,Casado,1,No,Sí,27 de April del 2018
1579,23.0,,F,Bachillerato,Divorciado,2,No,Sí,17 de December del 2020
1580,22.0,43760.49608078962,M,Universitario,Soltero,4,No,No,8 de July del 2016
1581,22.0,35813.80908954828,F,Maestría,Divorciado,3,No,Sí,11 de July del 2017
1582,64.0,59123.69287527453,M,Universitario,,3,Sí,No,21 de August del 2019
1583,40.0,30243.021200801224,n,Maestría,,2,Sí,No,18 de March del 2017
1584,26.0,61640.418707652134,M,Bachillerato,Soltero,3,Sí,Sí,19 de January del 2017
1585,52.0,,F,Bachillerato,Soltero,4,No,Sí,4 de April del 2022
1586,37.0,38713.47143970447,F,Maestría,Soltero,1,Sí,No,29 de December del 2018
1587,59.0,27998.222140764843,M,Universitario,,0,No,No,13 de December del 2020
1588,52.0,42478.96779671545,F,Bachillerato,Casado,4,Sí,Sí,22 de December del 2022
1589,35.0,64629.68687716968,F,Maestría,Divorciado,4,No,No,19 de February del 2023
1590,34.0,57734.42132665934,F,,Divorciado,0,No,Sí,26 de October del 2017
1591,41.0,64676.331680420524,M,,Divorciado,0,No,Sí,14 de April del 2019
1592,20.0,57832.13818900904,F,Universitario,Casado,1,No,No,Invalid Date
1593,49.0,33444.952572044465,F,,Divorciado,1,No,No,
1594,52.0,45038.16163508664,M,Universitario,Divorciado,1,Sí,No,27 de February del 2015
1595,55.0,38297.01306323806,F,Universitario,Casado,3,No,No,31 de July del 2022
1596,30.0,69958.6235605856,M,Maestría,Divorciado,4,Sí,Sí,9 de August del 2016
1597,64.0,32048.170303605326,n,,Casado,0,No,No,24 de June del 2016
1598,42.0,63405.465340836665,n,Maestría,Casado,4,No,Sí,26 de July del 2022
1599,26.0,63394.30805163154,F,Maestría,,4,No,Sí,24 de October del 2021
1600,21.0,77444.3030257413,F,Maestría,Soltero,1,Sí,No,19 de February del 2020
1601,31.0,43854.70111055754,F,Universitario,,1,No,Sí,16 de January del 2020
1602,54.0,60684.83239370243,F,Bachillerato,Casado,4,Sí,No,4 de November del 2016
1603,51.0,84224.77754808264,M,,Soltero,1,No,No,17 de March del 2015
1604,28.0,40735.37484599455,F,Maestría,Divorciado,3,Sí,Sí,
1605,58.0,,F,Maestría,Divorciado,0,Sí,Sí,
1606,20.0,21799.849491383546,F,Bachillerato,Divorciado,4,Sí,Sí,23 de January del 2023
1607,45.0,60690.680432919966,n,Universitario,Casado,0,No,No,6 de June del 2021
1608,46.0,21752.74687912124,M,Maestría,Soltero,3,No,No,17 de April del 2022
1609,26.0,44415.21420593116,M,Universitario,Divorciado,1,Sí,Sí,29 de August del 2023
1610,20.0,56559.69780558441,F,Bachillerato,,2,No,No,
1611,42.0,52777.63305244871,F,Bachillerato,Soltero,3,No,No,27 de October del 2020
1612,51.0,,n,Maestría,Casado,2,No,Sí,21 de September del 2020
1613,29.0,53334.347837012814,M,Universitario,Divorciado,0,Sí,No,8 de February del 2015
1614,59.0,69182.9871997009,M,Maestría,Soltero,4,Sí,Sí,13 de December del 2018
1615,26.0,35715.25428891805,F,Bachillerato,Casado,1,No,Sí,26 de December del 2018
1616,32.0,39845.07292312203,n,Universitario,Casado,3,Sí,Sí,
1617,57.0,38410.10832093764,F,Maestría,Casado,1,No,No,11 de February del 2022
1618,42.0,62452.87717793915,F,Maestría,Divorciado,2,No,Sí,19 de October del 2016
1619,22.0,63505.97882592595,F,Maestría,Divorciado,2,Sí,Sí,2 de May del 2023
1620,28.0,56768.379789777624,M,,Casado,4,Sí,Sí,
1621,51.0,67752.40500334892,F,Maestría,,2,No,Sí,30 de May del 2018
1622,41.0,32329.38698935429,n,Universitario,Divorciado,4,No,No,13 de September del 2023
1623,32.0,75008.36167326706,M,Maestría,Soltero,3,No,Sí,4 de February del 2023
1624,55.0,,M,Bachillerato,Casado,4,Sí,No,7 de April del 2015
1625,25.0,61034.3299586862,M,Maestría,Casado,2,Sí,Sí,13 de July del 2018
1626,22.0,76726.9836315659,F,,Divorciado,0,No,No,Invalid Date
1627,43.0,25150.651884833394,n,Bachillerato,Casado,4,No,No,8 de July del 2018
1628,35.0,42133.27795606022,F,Universitario,Casado,1,Sí,No,15 de April del 2020
1629,23.0,,F,Universitario,Casado,0,No,No,22 de August del 2019
1630,54.0,,M,Maestría,Divorciado,4,Sí,Sí,30 de March del 2016
1631,30.0,34247.88890596782,M,Bachillerato,Divorciado,1,Sí,Sí,
1632,45.0,61362.42724006229,M,Bachillerato,Divorciado,0,No,No,Invalid Date
1633,22.0,70558.04215995071,M,Universitario,,4,No,No,13 de November del 2016
1634,30.0,60428.04350125999,F,Universitario,Casado,3,Sí,No,23 de June del 2023
1635,34.0,54256.265354922514,M,Maestría,Soltero,1,No,Sí,31 de May del 2016
1636,57.0,35181.89988648876,F,Bachillerato,,3,Sí,No,8 de December del 2015
1637,62.0,37297.23550811953,M,Universitario,Soltero,2,Sí,No,10 de July del 2015
1638,49.0,68744.28357945,M,Maestría,Casado,4,Sí,Sí,15 de March del 2018
1639,46.0,61690.23505857999,n,Bachillerato,Casado,4,No,Sí,26 de January del 2020
1640,20.0,49414.70720933684,M,Bachillerato,,1,No,Sí,2 de July del 2018
1641,57.0,43731.356813511644,n,Universitario,Divorciado,4,No,Sí,5 de April del 2019
1642,51.0,19612.881903329348,F,Maestría,Soltero,2,Sí,Sí,5 de August del 2020
1643,57.0,33937.213719733416,F,Universitario,Divorciado,4,Sí,Sí,14 de March del 2018
1644,44.0,78671.28630709586,F,Maestría,Soltero,0,Sí,No,
1645,30.0,30793.166434962997,M,Bachillerato,Casado,3,Sí,No,8 de April del 2016
1646,62.0,,M,Maestría,Casado,2,No,Sí,30 de April del 2018
1647,50.0,65111.65959792798,F,Maestría,Casado,2,No,No,10 de June del 2015
1648,23.0,31176.159979965614,F,Maestría,Casado,3,No,Sí,28 de July del 2023
1649,41.0,52770.65712171625,M,Maestría,Casado,3,Sí,No,Invalid Date
1650,36.0,64068.73306265983,M,Maestría,,2,Sí,Sí,Invalid Date
1651,33.0,50187.489828608755,F,Universitario,Casado,3,No,Sí,2 de January del 2017
1652,57.0,93026.04583500153,F,Maestría,Soltero,1,Sí,No,13 de January del 2016
1653,45.0,24971.01111682707,F,Maestría,Casado,3,No,No,11 de December del 2020
1654,50.0,65880.92794825818,M,Bachillerato,,0,Sí,Sí,30 de August del 2019
1655,58.0,47407.97393905304,F,Maestría,Soltero,0,Sí,Sí,14 de November del 2018
1656,30.0,61578.802322550124,F,Bachillerato,Soltero,1,Sí,Sí,9 de December del 2020
1657,60.0,,F,Universitario,Divorciado,3,Sí,Sí,12 de August del 2019
1658,62.0,39002.65704335005,F,Universitario,Soltero,0,Sí,Sí,10 de April del 2019
1659,42.0,53434.945886890106,F,Maestría,,4,No,Sí,31 de May del 2018
1660,59.0,,M,,Casado,3,No,No,1 de December del 2016
1661,53.0,59048.712508570905,F,Maestría,Soltero,1,No,No,29 de October del 2018
1662,44.0,54472.37698985788,M,Universitario,Soltero,3,Sí,No,22 de May del 2023
1663,55.0,59579.90252964653,F,,Divorciado,2,No,No,9 de January del 2017
1664,24.0,65871.77487630726,F,Maestría,Casado,2,No,No,18 de May del 2017
1665,22.0,55514.297603145664,F,Bachillerato,Divorciado,0,Sí,Sí,13 de November del 2018
1666,60.0,52221.34129697414,n,,Divorciado,2,Sí,Sí,26 de December del 2022
1667,62.0,36783.974950080614,M,Bachillerato,Divorciado,1,No,No,8 de November del 2023
1668,48.0,39316.68854526424,M,Bachillerato,Soltero,0,No,Sí,8 de January del 2019
1669,40.0,67801.01930265996,F,Maestría,Divorciado,1,No,No,
1670,59.0,71545.03108558968,F,Universitario,Divorciado,1,No,No,
1671,27.0,46428.34345531919,M,Maestría,Casado,2,No,Sí,26 de December del 2020
1672,49.0,50690.04120879911,n,Bachillerato,Casado,2,Sí,Sí,7 de April del 2018
1673,60.0,36430.78437509351,F,Bachillerato,,1,No,No,Invalid Date
1674,47.0,67591.35267901167,M,Universitario,Casado,2,No,No,Invalid Date
1675,56.0,59981.25235537668,F,Bachillerato,Divorciado,2,No,No,13 de April del 2022
1676,48.0,79118.26154695623,M,Maestría,Casado,2,No,No,18 de August del 2023
1677,35.0,36825.15384230392,M,Maestría,Soltero,3,No,Sí,7 de October del 2016
1678,53.0,,M,Maestría,Divorciado,1,No,No,5 de January del 2023
1679,19.0,53471.68883788359,F,Maestría,Casado,4,Sí,Sí,13 de December del 2021
1680,31.0,59697.34306588656,n,,Divorciado,1,Sí,No,Invalid Date
1681,30.0,46764.985436785515,M,Universitario,Casado,0,Sí,No,8 de November del 2018
1682,46.0,36905.58364319449,F,Maestría,Divorciado,2,No,Sí,10 de March del 2016
1683,29.0,63221.11293385357,F,,Casado,2,No,Sí,11 de October del 2020
1684,56.0,60817.03043818373,F,Bachillerato,Soltero,4,Sí,Sí,Invalid Date
1685,19.0,36255.88849154413,F,Bachillerato,Casado,0,No,Sí,24 de December del 2015
1686,49.0,70331.64201658244,M,Bachillerato,,3,No,Sí,16 de July del 2015
1687,30.0,67552.98063794905,F,Universitario,Divorciado,1,No,No,15 de December del 2015
1688,63.0,52014.447458716895,F,Bachillerato,Soltero,3,Sí,No,24 de October del 2017
1689,44.0,51193.96793564055,M,Universitario,Divorciado,0,Sí,No,19 de July del 2017
1690,58.0,58310.86656673861,F,Bachillerato,Soltero,4,Sí,Sí,28 de April del 2016
1691,34.0,37074.45394615613,n,Universitario,Divorciado,0,No,Sí,14 de April del 2017
1692,57.0,50450.47218746123,F,,Divorciado,4,Sí,Sí,13 de April del 2016
1693,48.0,17714.246830862296,M,Universitario,Soltero,3,Sí,No,20 de February del 2015
1694,51.0,63146.83468254403,M,Bachillerato,Divorciado,3,Sí,Sí,21 de February del 2015
1695,41.0,26577.60166337211,n,Universitario,Divorciado,0,No,No,25 de March del 2019
1696,62.0,72551.29742643499,n,Maestría,Soltero,0,Sí,No,6 de February del 2020
1697,52.0,45048.19859050325,M,Maestría,Casado,2,Sí,No,18 de October del 2015
1698,23.0,46824.99527103235,M,Bachillerato,Soltero,4,No,Sí,29 de July del 2022
1699,36.0,40583.991408732414,M,Maestría,,2,Sí,No,11 de December del 2016
1700,47.0,45679.416891168854,F,Maestría,Casado,1,No,No,31 de July del 2020
1701,24.0,71277.97017722054,F,Maestría,Casado,1,No,No,16 de December del 2015
1702,27.0,12682.87015197381,M,Bachillerato,Casado,0,Sí,Sí,5 de February del 2016
1703,58.0,69154.48079132281,n,Bachillerato,Soltero,3,Sí,No,13 de December del 2018
1704,49.0,55070.35221652562,F,Maestría,Casado,1,Sí,Sí,
1705,51.0,31894.675282141765,F,Bachillerato,Casado,1,No,Sí,16 de February del 2022
1706,45.0,33870.31410426143,F,Universitario,,2,Sí,No,23 de August del 2017
1707,32.0,75145.89540812305,n,Maestría,Divorciado,2,Sí,No,Invalid Date
1708,47.0,35817.39680085903,F,Bachillerato,Soltero,1,Sí,Sí,Invalid Date
1709,54.0,32699.74234106061,F,Bachillerato,Soltero,0,No,No,5 de September del 2023
1710,46.0,67059.71813547093,M,Maestría,Divorciado,2,No,Sí,25 de October del 2018
1711,39.0,55078.29314428871,M,Bachillerato,Casado,1,No,Sí,
1712,21.0,35931.11635195401,n,Maestría,Divorciado,3,Sí,Sí,17 de July del 2022
1713,37.0,53249.37463106929,M,Bachillerato,Divorciado,2,Sí,No,18 de May del 2020
1714,49.0,34613.70974539584,M,Universitario,Casado,1,No,Sí,2 de December del 2021
1715,53.0,66512.32097633908,M,Maestría,Casado,4,Sí,Sí,5 de June del 2016
1716,21.0,65920.56447309701,M,,Soltero,2,Sí,No,13 de September del 2016
1717,44.0,57980.092982329144,M,,Casado,4,No,No,9 de October del 2018
1718,34.0,55424.91591870525,M,Bachillerato,Divorciado,2,No,Sí,23 de June del 2020
1719,29.0,76417.8218730106,F,Universitario,Divorciado,2,No,Sí,19 de June del 2021
1720,39.0,49995.29491082338,F,Bachillerato,Casado,4,Sí,Sí,17 de February del 2018
1721,34.0,32271.88811868798,M,Maestría,Soltero,0,Sí,No,27 de July del 2023
1722,27.0,56742.1086924846,F,Maestría,Divorciado,1,Sí,Sí,Invalid Date
1723,18.0,81290.70574305671,F,Maestría,Casado,0,No,Sí,31 de July del 2020
1724,39.0,34778.607602212214,M,Maestría,Soltero,0,No,No,28 de August del 2019
1725,43.0,44578.05849959022,M,Maestría,Soltero,1,Sí,No,3 de May del 2020
1726,35.0,56246.69057152179,M,Universitario,Divorciado,3,No,Sí,9 de June del 2019
1727,31.0,49191.42726491391,F,Maestría,Divorciado,0,No,No,13 de August del 2018
1728,64.0,35265.44629434028,n,Bachillerato,Soltero,0,Sí,Sí,6 de November del 2018
1729,46.0,66827.86784345706,M,Universitario,,0,No,Sí,18 de March del 2016
1730,29.0,84800.6108302589,F,Bachillerato,Soltero,3,Sí,No,12 de June del 2022
1731,53.0,52941.97188535861,F,,Casado,2,No,Sí,20 de May del 2021
1732,52.0,36438.97565395999,F,Bachillerato,Divorciado,4,Sí,Sí,8 de April del 2019
1733,29.0,,M,Universitario,Soltero,4,No,No,4 de February del 2022
1734,24.0,53869.63971831771,F,Universitario,Divorciado,3,Sí,Sí,20 de February del 2021
1735,46.0,66558.16014974387,n,Universitario,Divorciado,0,No,No,
1736,28.0,57127.51619743073,F,Bachillerato,Divorciado,4,No,Sí,11 de June del 2015
1737,50.0,49963.94238621719,F,Universitario,Soltero,3,No,No,Invalid Date
1738,23.0,41160.925223160404,F,Bachillerato,Casado,1,No,No,15 de June del 2020
1739,64.0,33617.54550922866,F,Maestría,,4,No,No,4 de April del 2020
1740,32.0,62521.26989487323,F,Maestría,Divorciado,1,Sí,No,8 de January del 2020
1741,49.0,63706.57432078378,M,Bachillerato,Soltero,0,Sí,No,
1742,28.0,26814.053199639002,M,Universitario,Soltero,4,Sí,No,5 de October del 2019
1743,40.0,73847.58467271026,F,Bachillerato,,3,No,Sí,Invalid Date
1744,43.0,58611.06831341002,M,Bachillerato,Divorciado,2,Sí,Sí,6 de August del 2016
1745,51.0,,n,Bachillerato,Soltero,4,No,No,3 de March del 2015
1746,63.0,29868.083772723276,F,Maestría,Soltero,4,No,Sí,15 de May del 2019
1747,51.0,29512.637668768417,F,Bachillerato,Soltero,4,Sí,No,27 de October del 2017
1748,46.0,47765.46035349055,M,Maestría,Soltero,4,Sí,No,23 de March del 2019
1749,21.0,57541.766403427915,F,Bachillerato,Casado,3,No,Sí,31 de August del 2022
1750,34.0,76945.41234390446,n,Maestría,Soltero,3,No,No,9 de May del 2022
1751,52.0,60591.18370722697,M,Bachillerato,Casado,2,Sí,Sí,11 de October del 2021
1752,30.0,46359.7808478195,M,,Divorciado,3,Sí,No,18 de August del 2023
1753,58.0,34604.46188501162,n,Universitario,Casado,3,No,No,6 de March del 2020
1754,56.0,68450.00859078726,M,Universitario,Divorciado,0,No,Sí,13 de February del 2019
1755,32.0,,M,Bachillerato,Casado,0,Sí,No,9 de October del 2021
1756,46.0,74427.02832158483,F,Bachillerato,Divorciado,1,No,No,26 de March del 2017
1757,46.0,45734.23025590236,F,Bachillerato,Soltero,2,No,No,19 de September del 2020
1758,28.0,73858.73108926776,F,Bachillerato,Casado,0,Sí,Sí,4 de July del 2015
1759,49.0,60183.96935088917,M,,Casado,2,Sí,Sí,17 de July del 2021
1760,19.0,47945.06765836313,M,Maestría,Divorciado,2,No,Sí,3 de July del 2021
1761,64.0,42209.0544226081,M,Bachillerato,Divorciado,4,No,Sí,
1762,31.0,44886.381839808804,n,Universitario,Casado,2,Sí,Sí,18 de December del 2018
1763,37.0,56424.75038562856,M,Bachillerato,Divorciado,4,No,No,25 de June del 2015
1764,39.0,51157.34744326575,M,Bachillerato,Soltero,1,Sí,Sí,26 de August del 2020
1765,28.0,41092.82887896942,F,Maestría,Casado,1,No,Sí,
1766,44.0,47515.528845235516,F,Bachillerato,Soltero,1,Sí,No,Invalid Date
1767,20.0,51178.65544578725,F,,Casado,4,No,No,8 de October del 2016
1768,34.0,18068.98858377782,M,Maestría,Soltero,4,No,Sí,20 de December del 2015
1769,61.0,56872.52172183048,F,Maestría,,1,No,No,30 de June del 2023
1770,45.0,35304.1816292479,M,Maestría,Divorciado,4,Sí,No,27 de June del 2015
1771,46.0,32700.013951913825,M,Maestría,Casado,3,Sí,No,18 de November del 2023
1772,38.0,24689.834793339345,F,Universitario,Soltero,3,Sí,Sí,13 de July del 2020
1773,64.0,23091.612531981646,F,Universitario,Casado,4,No,No,28 de May del 2020
1774,33.0,,F,,Soltero,4,No,No,8 de July del 2023
1775,54.0,39364.68563554264,F,,Soltero,0,Sí,Sí,29 de April del 2022
1776,37.0,79298.88706289852,F,Maestría,Soltero,0,Sí,No,24 de February del 2016
1777,23.0,42111.804861571945,M,Maestría,Divorciado,2,No,No,24 de December del 2022
1778,36.0,52666.25159402047,M,Universitario,,2,No,Sí,Invalid Date
1779,22.0,56007.22079759493,M,Bachillerato,Soltero,2,No,Sí,Invalid Date
1780,20.0,51965.97779323773,F,,Divorciado,1,No,Sí,1 de February del 2015
1781,18.0,48838.34808911009,M,Bachillerato,Soltero,3,Sí,No,11 de June del 2016
1782,55.0,32070.59354601133,F,Universitario,Casado,1,Sí,Sí,2 de July del 2019
1783,32.0,71763.91322418817,F,Bachillerato,Divorciado,4,No,Sí,Invalid Date
1784,51.0,77107.94965456828,M,Bachillerato,Soltero,0,No,No,18 de March del 2023
1785,52.0,24760.119588159712,M,Bachillerato,,4,No,No,23 de March del 2015
1786,42.0,34639.57113670431,F,Maestría,Soltero,4,Sí,No,Invalid Date
1787,41.0,45802.84486434491,M,Universitario,Casado,0,Sí,No,3 de February del 2018
1788,29.0,35531.93307634713,F,Maestría,Divorciado,4,No,No,24 de June del 2022
